# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Thu, 29 Jan 2026 03:01:12 +0100
#
# IP	number of (black)lists
#
5.167.66.212	1
5.167.66.213	1
5.167.66.214	1
5.167.66.215	1
5.167.66.216	1
5.167.66.217	1
5.167.66.218	1
5.167.66.219	1
5.167.66.220	1
5.167.66.221	1
5.167.66.222	1
5.167.66.223	1
5.167.66.224	1
5.167.66.225	1
5.167.66.226	1
5.167.66.227	1
5.167.66.228	1
5.167.66.229	1
5.167.66.230	1
5.167.66.231	1
5.167.66.232	1
5.167.66.233	1
5.167.66.234	1
5.167.66.235	1
5.167.66.236	1
5.167.66.237	1
5.167.66.238	1
5.167.66.239	1
5.167.66.240	1
5.167.66.241	1
5.167.66.242	1
5.167.66.243	1
5.167.66.244	1
5.167.66.245	1
5.167.66.246	1
5.167.66.247	1
5.167.66.248	1
5.167.66.249	1
5.167.66.250	1
5.167.66.251	1
5.167.66.252	1
5.167.66.253	1
5.167.66.254	1
5.167.66.255	1
5.167.67.0	1
5.167.67.1	1
5.167.67.2	1
5.167.67.3	1
5.167.67.4	1
5.167.67.5	1
5.167.67.6	1
5.167.67.7	1
5.167.67.8	1
5.167.67.9	1
5.167.67.10	1
5.167.67.11	1
5.167.67.12	1
5.167.67.13	1
5.167.67.14	1
5.167.67.15	1
5.167.67.16	1
5.167.67.17	1
5.167.67.18	1
5.167.67.19	1
5.167.67.20	1
5.167.67.21	1
5.167.67.22	1
5.167.67.23	1
5.167.67.24	1
5.167.67.25	1
5.167.67.26	1
5.167.67.27	1
5.167.67.28	1
5.167.67.29	1
5.167.67.30	1
5.167.67.31	1
5.167.67.32	1
5.167.67.33	1
5.167.67.34	1
5.167.67.35	1
5.167.67.36	1
5.167.67.37	1
5.167.67.38	1
5.167.67.39	1
5.167.67.40	1
5.167.67.41	1
5.167.67.42	1
5.167.67.43	1
5.167.67.44	1
5.167.67.45	1
5.167.67.46	1
5.167.67.47	1
5.167.67.48	1
5.167.67.49	1
5.167.67.50	1
5.167.67.51	1
5.167.67.52	1
5.167.67.53	1
5.167.67.54	1
5.167.67.55	1
5.167.67.56	1
5.167.67.57	1
5.167.67.58	1
5.167.67.59	1
5.167.67.60	1
5.167.67.61	1
5.167.67.62	1
5.167.67.63	1
5.167.67.64	1
5.167.67.65	1
5.167.67.66	1
5.167.67.67	1
5.167.67.68	1
5.167.67.69	1
5.167.67.70	1
5.167.67.71	1
5.167.67.72	1
5.167.67.73	1
5.167.67.74	1
5.167.67.75	1
5.167.67.76	1
5.167.67.77	1
5.167.67.78	1
5.167.67.79	1
5.167.67.80	1
5.167.67.81	1
5.167.67.82	1
5.167.67.83	1
5.167.67.84	1
5.167.67.85	1
5.167.67.86	1
5.167.67.87	1
5.167.67.88	1
5.167.67.89	1
5.167.67.90	1
5.167.67.91	1
5.167.67.92	1
5.167.67.93	1
5.167.67.94	1
5.167.67.95	1
5.167.67.96	1
5.167.67.97	1
5.167.67.98	1
5.167.67.99	1
5.167.67.100	1
5.167.67.101	1
5.167.67.102	1
5.167.67.103	1
5.167.67.104	1
5.167.67.105	1
5.167.67.106	1
5.167.67.107	1
5.167.67.108	1
5.167.67.109	1
5.167.67.110	1
5.167.67.111	1
5.167.67.112	1
5.167.67.113	1
5.167.67.114	1
5.167.67.115	1
5.167.67.116	1
5.167.67.117	1
5.167.67.118	1
5.167.67.119	1
5.167.67.120	1
5.167.67.121	1
5.167.67.122	1
5.167.67.123	1
5.167.67.124	1
5.167.67.125	1
5.167.67.126	1
5.167.67.127	1
5.167.67.128	1
5.167.67.129	1
5.167.67.130	1
5.167.67.131	1
5.167.67.132	1
5.167.67.133	1
5.167.67.134	1
5.167.67.135	1
5.167.67.136	1
5.167.67.137	1
5.167.67.138	1
5.167.67.139	1
5.167.67.140	1
5.167.67.141	1
5.167.67.142	1
5.167.67.143	1
5.167.67.144	1
5.167.67.145	1
5.167.67.146	1
5.167.67.147	1
5.167.67.148	1
5.167.67.149	1
5.167.67.150	1
5.167.67.151	1
5.167.67.152	1
5.167.67.153	1
5.167.67.154	1
5.167.67.155	1
5.167.67.156	1
5.167.67.157	1
5.167.67.158	1
5.167.67.159	1
5.167.67.160	1
5.167.67.161	1
5.167.67.162	1
5.167.67.163	1
5.167.67.164	1
5.167.67.165	1
5.167.67.166	1
5.167.67.167	1
5.167.67.168	1
5.167.67.169	1
5.167.67.170	1
5.167.67.171	1
5.167.67.172	1
5.167.67.173	1
5.167.67.174	1
5.167.67.175	1
5.167.67.176	1
5.167.67.177	1
5.167.67.178	1
5.167.67.179	1
5.167.67.180	1
5.167.67.181	1
5.167.67.182	1
5.167.67.183	1
5.167.67.184	1
5.167.67.185	1
5.167.67.186	1
5.167.67.187	1
5.167.67.188	1
5.167.67.189	1
5.167.67.190	1
5.167.67.191	1
5.167.67.192	1
5.167.67.193	1
5.167.67.194	1
5.167.67.195	1
5.167.67.196	1
5.167.67.197	1
5.167.67.198	1
5.167.67.199	1
5.167.67.200	1
5.167.67.201	1
5.167.67.202	1
5.167.67.203	1
5.167.67.204	1
5.167.67.205	1
5.167.67.206	1
5.167.67.207	1
5.167.67.208	1
5.167.67.209	1
5.167.67.210	1
5.167.67.211	1
5.167.67.212	1
5.167.67.213	1
5.167.67.214	1
5.167.67.215	1
5.167.67.216	1
5.167.67.217	1
5.167.67.218	1
5.167.67.219	1
5.167.67.220	1
5.167.67.221	1
5.167.67.222	1
5.167.67.223	1
5.167.67.224	1
5.167.67.225	1
5.167.67.226	1
5.167.67.227	1
5.167.67.228	1
5.167.67.229	1
5.167.67.230	1
5.167.67.231	1
5.167.67.232	1
5.167.67.233	1
5.167.67.234	1
5.167.67.235	1
5.167.67.236	1
5.167.67.237	1
5.167.67.238	1
5.167.67.239	1
5.167.67.240	1
5.167.67.241	1
5.167.67.242	1
5.167.67.243	1
5.167.67.244	1
5.167.67.245	1
5.167.67.246	1
5.167.67.247	1
5.167.67.248	1
5.167.67.249	1
5.167.67.250	1
5.167.67.251	1
5.167.67.252	1
5.167.67.253	1
5.167.67.254	1
5.167.67.255	1
5.167.68.0	1
5.167.68.1	1
5.167.68.2	1
5.167.68.3	1
5.167.68.4	1
5.167.68.5	1
5.167.68.6	1
5.167.68.7	1
5.167.68.8	1
5.167.68.9	1
5.167.68.10	1
5.167.68.11	1
5.167.68.12	1
5.167.68.13	1
5.167.68.14	1
5.167.68.15	1
5.167.68.16	1
5.167.68.17	1
5.167.68.18	1
5.167.68.19	1
5.167.68.20	1
5.167.68.21	1
5.167.68.22	1
5.167.68.23	1
5.167.68.24	1
5.167.68.25	1
5.167.68.26	1
5.167.68.27	1
5.167.68.28	1
5.167.68.29	1
5.167.68.30	1
5.167.68.31	1
5.167.68.32	1
5.167.68.33	1
5.167.68.34	1
5.167.68.35	1
5.167.68.36	1
5.167.68.37	1
5.167.68.38	1
5.167.68.39	1
5.167.68.40	1
5.167.68.41	1
5.167.68.42	1
5.167.68.43	1
5.167.68.44	1
5.167.68.45	1
5.167.68.46	1
5.167.68.47	1
5.167.68.48	1
5.167.68.49	1
5.167.68.50	1
5.167.68.51	1
5.167.68.52	1
5.167.68.53	1
5.167.68.54	1
5.167.68.55	1
5.167.68.56	1
5.167.68.57	1
5.167.68.58	1
5.167.68.59	1
5.167.68.60	1
5.167.68.61	1
5.167.68.62	1
5.167.68.63	1
5.167.68.64	1
5.167.68.65	1
5.167.68.66	1
5.167.68.67	1
5.167.68.68	1
5.167.68.69	1
5.167.68.70	1
5.167.68.71	1
5.167.68.72	1
5.167.68.73	1
5.167.68.74	1
5.167.68.75	1
5.167.68.76	1
5.167.68.77	1
5.167.68.78	1
5.167.68.79	1
5.167.68.80	1
5.167.68.81	1
5.167.68.82	1
5.167.68.83	1
5.167.68.84	1
5.167.68.85	1
5.167.68.86	1
5.167.68.87	1
5.167.68.88	1
5.167.68.89	1
5.167.68.90	1
5.167.68.91	1
5.167.68.92	1
5.167.68.93	1
5.167.68.94	1
5.167.68.95	1
5.167.68.96	1
5.167.68.97	1
5.167.68.98	1
5.167.68.99	1
5.167.68.100	1
5.167.68.101	1
5.167.68.102	1
5.167.68.103	1
5.167.68.104	1
5.167.68.105	1
5.167.68.106	1
5.167.68.107	1
5.167.68.108	1
5.167.68.109	1
5.167.68.110	1
5.167.68.111	1
5.167.68.112	1
5.167.68.113	1
5.167.68.114	1
5.167.68.115	1
5.167.68.116	1
5.167.68.117	1
5.167.68.118	1
5.167.68.119	1
5.167.68.120	1
5.167.68.121	1
5.167.68.122	1
5.167.68.123	1
5.167.68.124	1
5.167.68.125	1
5.167.68.126	1
5.167.68.127	1
5.167.68.128	1
5.167.68.129	1
5.167.68.130	1
5.167.68.131	1
5.167.68.132	1
5.167.68.133	1
5.167.68.134	1
5.167.68.135	1
5.167.68.136	1
5.167.68.137	1
5.167.68.138	1
5.167.68.139	1
5.167.68.140	1
5.167.68.141	1
5.167.68.142	1
5.167.68.143	1
5.167.68.144	1
5.167.68.145	1
5.167.68.146	1
5.167.68.147	1
5.167.68.148	1
5.167.68.149	1
5.167.68.150	1
5.167.68.151	1
5.167.68.152	1
5.167.68.153	1
5.167.68.154	1
5.167.68.155	1
5.167.68.156	1
5.167.68.157	1
5.167.68.158	1
5.167.68.159	1
5.167.68.160	1
5.167.68.161	1
5.167.68.162	1
5.167.68.163	1
5.167.68.164	1
5.167.68.165	1
5.167.68.166	1
5.167.68.167	1
5.167.68.168	1
5.167.68.169	1
5.167.68.170	1
5.167.68.171	1
5.167.68.172	1
5.167.68.173	1
5.167.68.174	1
5.167.68.175	1
5.167.68.176	1
5.167.68.177	1
5.167.68.178	1
5.167.68.179	1
5.167.68.180	1
5.167.68.181	1
5.167.68.182	1
5.167.68.183	1
5.167.68.184	1
5.167.68.185	1
5.167.68.186	1
5.167.68.187	1
5.167.68.188	1
5.167.68.189	1
5.167.68.190	1
5.167.68.191	1
5.167.68.192	1
5.167.68.193	1
5.167.68.194	1
5.167.68.195	1
5.167.68.196	1
5.167.68.197	1
5.167.68.198	1
5.167.68.199	1
5.167.68.200	1
5.167.68.201	1
5.167.68.202	1
5.167.68.203	1
5.167.68.204	1
5.167.68.205	1
5.167.68.206	1
5.167.68.207	1
5.167.68.208	1
5.167.68.209	1
5.167.68.210	1
5.167.68.211	1
5.167.68.212	1
5.167.68.213	1
5.167.68.214	1
5.167.68.215	1
5.167.68.216	1
5.167.68.217	1
5.167.68.218	1
5.167.68.219	1
5.167.68.220	1
5.167.68.221	1
5.167.68.222	1
5.167.68.223	1
5.167.68.224	1
5.167.68.225	1
5.167.68.226	1
5.167.68.227	1
5.167.68.228	1
5.167.68.229	1
5.167.68.230	1
5.167.68.231	1
5.167.68.232	1
5.167.68.233	1
5.167.68.234	1
5.167.68.235	1
5.167.68.236	1
5.167.68.237	1
5.167.68.238	1
5.167.68.239	1
5.167.68.240	1
5.167.68.241	1
5.167.68.242	1
5.167.68.243	1
5.167.68.244	1
5.167.68.245	1
5.167.68.246	1
5.167.68.247	1
5.167.68.248	1
5.167.68.249	1
5.167.68.250	1
5.167.68.251	1
5.167.68.252	1
5.167.68.253	1
5.167.68.254	1
5.167.68.255	1
5.167.69.0	1
5.167.69.1	1
5.167.69.2	1
5.167.69.3	1
5.167.69.4	1
5.167.69.5	1
5.167.69.6	1
5.167.69.7	1
5.167.69.8	1
5.167.69.9	1
5.167.69.10	1
5.167.69.11	1
5.167.69.12	1
5.167.69.13	1
5.167.69.14	1
5.167.69.15	1
5.167.69.16	1
5.167.69.17	1
5.167.69.18	1
5.167.69.19	1
5.167.69.20	1
5.167.69.21	1
5.167.69.22	1
5.167.69.23	1
5.167.69.24	1
5.167.69.25	1
5.167.69.26	1
5.167.69.27	1
5.167.69.28	1
5.167.69.29	1
5.167.69.30	1
5.167.69.31	1
5.167.69.32	1
5.167.69.33	1
5.167.69.34	1
5.167.69.35	1
5.167.69.36	1
5.167.69.37	1
5.167.69.38	1
5.167.69.39	1
5.167.69.40	1
5.167.69.41	1
5.167.69.42	1
5.167.69.43	1
5.167.69.44	1
5.167.69.45	1
5.167.69.46	1
5.167.69.47	1
5.167.69.48	1
5.167.69.49	1
5.167.69.50	1
5.167.69.51	1
5.167.69.52	1
5.167.69.53	1
5.167.69.54	1
5.167.69.55	1
5.167.69.56	1
5.167.69.57	1
5.167.69.58	1
5.167.69.59	1
5.167.69.60	1
5.167.69.61	1
5.167.69.62	1
5.167.69.63	1
5.167.69.64	1
5.167.69.65	1
5.167.69.66	1
5.167.69.67	1
5.167.69.68	1
5.167.69.69	1
5.167.69.70	1
5.167.69.71	1
5.167.69.72	1
5.167.69.73	1
5.167.69.74	1
5.167.69.75	1
5.167.69.76	1
5.167.69.77	1
5.167.69.78	1
5.167.69.79	1
5.167.69.80	1
5.167.69.81	1
5.167.69.82	1
5.167.69.83	1
5.167.69.84	1
5.167.69.85	1
5.167.69.86	1
5.167.69.87	1
5.167.69.88	1
5.167.69.89	1
5.167.69.90	1
5.167.69.91	1
5.167.69.92	1
5.167.69.93	1
5.167.69.94	1
5.167.69.95	1
5.167.69.96	1
5.167.69.97	1
5.167.69.98	1
5.167.69.99	1
5.167.69.100	1
5.167.69.101	1
5.167.69.102	1
5.167.69.103	1
5.167.69.104	1
5.167.69.105	1
5.167.69.106	1
5.167.69.107	1
5.167.69.108	1
5.167.69.109	1
5.167.69.110	1
5.167.69.111	1
5.167.69.112	1
5.167.69.113	1
5.167.69.114	1
5.167.69.115	1
5.167.69.116	1
5.167.69.117	1
5.167.69.118	1
5.167.69.119	1
5.167.69.120	1
5.167.69.121	1
5.167.69.122	1
5.167.69.123	1
5.167.69.124	1
5.167.69.125	1
5.167.69.126	1
5.167.69.127	1
5.167.69.128	1
5.167.69.129	1
5.167.69.130	1
5.167.69.131	1
5.167.69.132	1
5.167.69.133	1
5.167.69.134	1
5.167.69.135	1
5.167.69.136	1
5.167.69.137	1
5.167.69.138	1
5.167.69.139	1
5.167.69.140	1
5.167.69.141	1
5.167.69.142	1
5.167.69.143	1
5.167.69.144	1
5.167.69.145	1
5.167.69.146	1
5.167.69.147	1
5.167.69.148	1
5.167.69.149	1
5.167.69.150	1
5.167.69.151	1
5.167.69.152	1
5.167.69.153	1
5.167.69.154	1
5.167.69.155	1
5.167.69.156	1
5.167.69.157	1
5.167.69.158	1
5.167.69.159	1
5.167.69.160	1
5.167.69.161	1
5.167.69.162	1
5.167.69.163	1
5.167.69.164	1
5.167.69.165	1
5.167.69.166	1
5.167.69.167	1
5.167.69.168	1
5.167.69.169	1
5.167.69.170	1
5.167.69.171	1
5.167.69.172	1
5.167.69.173	1
5.167.69.174	1
5.167.69.175	1
5.167.69.176	1
5.167.69.177	1
5.167.69.178	1
5.167.69.179	1
5.167.69.180	1
5.167.69.181	1
5.167.69.182	1
5.167.69.183	1
5.167.69.184	1
5.167.69.185	1
5.167.69.186	1
5.167.69.187	1
5.167.69.188	1
5.167.69.189	1
5.167.69.190	1
5.167.69.191	1
5.167.69.192	1
5.167.69.193	1
5.167.69.194	1
5.167.69.195	1
5.167.69.196	1
5.167.69.197	1
5.167.69.198	1
5.167.69.199	1
5.167.69.200	1
5.167.69.201	1
5.167.69.202	1
5.167.69.203	1
5.167.69.204	1
5.167.69.205	1
5.167.69.206	1
5.167.69.207	1
5.167.69.208	1
5.167.69.209	1
5.167.69.210	1
5.167.69.211	1
5.167.69.212	1
5.167.69.213	1
5.167.69.214	1
5.167.69.215	1
5.167.69.216	1
5.167.69.217	1
5.167.69.218	1
5.167.69.219	1
5.167.69.220	1
5.167.69.221	1
5.167.69.222	1
5.167.69.223	1
5.167.69.224	1
5.167.69.225	1
5.167.69.226	1
5.167.69.227	1
5.167.69.228	1
5.167.69.229	1
5.167.69.230	1
5.167.69.231	1
5.167.69.232	1
5.167.69.233	1
5.167.69.234	1
5.167.69.235	1
5.167.69.236	1
5.167.69.237	1
5.167.69.238	1
5.167.69.239	1
5.167.69.240	1
5.167.69.241	1
5.167.69.242	1
5.167.69.243	1
5.167.69.244	1
5.167.69.245	1
5.167.69.246	1
5.167.69.247	1
5.167.69.248	1
5.167.69.249	1
5.167.69.250	1
5.167.69.251	1
5.167.69.252	1
5.167.69.253	1
5.167.69.254	1
5.167.69.255	1
5.167.70.0	1
5.167.70.1	1
5.167.70.2	1
5.167.70.3	1
5.167.70.4	1
5.167.70.5	1
5.167.70.6	1
5.167.70.7	1
5.167.70.8	1
5.167.70.9	1
5.167.70.10	1
5.167.70.11	1
5.167.70.12	1
5.167.70.13	1
5.167.70.14	1
5.167.70.15	1
5.167.70.16	1
5.167.70.17	1
5.167.70.18	1
5.167.70.19	1
5.167.70.20	1
5.167.70.21	1
5.167.70.22	1
5.167.70.23	1
5.167.70.24	1
5.167.70.25	1
5.167.70.26	1
5.167.70.27	1
5.167.70.28	1
5.167.70.29	1
5.167.70.30	1
5.167.70.31	1
5.167.70.32	1
5.167.70.33	1
5.167.70.34	1
5.167.70.35	1
5.167.70.36	1
5.167.70.37	1
5.167.70.38	1
5.167.70.39	1
5.167.70.40	1
5.167.70.41	1
5.167.70.42	1
5.167.70.43	1
5.167.70.44	1
5.167.70.45	1
5.167.70.46	1
5.167.70.47	1
5.167.70.48	1
5.167.70.49	1
5.167.70.50	1
5.167.70.51	1
5.167.70.52	1
5.167.70.53	1
5.167.70.54	1
5.167.70.55	1
5.167.70.56	1
5.167.70.57	1
5.167.70.58	1
5.167.70.59	1
5.167.70.60	1
5.167.70.61	1
5.167.70.62	1
5.167.70.63	1
5.167.70.64	1
5.167.70.65	1
5.167.70.66	1
5.167.70.67	1
5.167.70.68	1
5.167.70.69	1
5.167.70.70	1
5.167.70.71	1
5.167.70.72	1
5.167.70.73	1
5.167.70.74	1
5.167.70.75	1
5.167.70.76	1
5.167.70.77	1
5.167.70.78	1
5.167.70.79	1
5.167.70.80	1
5.167.70.81	1
5.167.70.82	1
5.167.70.83	1
5.167.70.84	1
5.167.70.85	1
5.167.70.86	1
5.167.70.87	1
5.167.70.88	1
5.167.70.89	1
5.167.70.90	1
5.167.70.91	1
5.167.70.92	1
5.167.70.93	1
5.167.70.94	1
5.167.70.95	1
5.167.70.96	1
5.167.70.97	1
5.167.70.98	1
5.167.70.99	1
5.167.70.100	1
5.167.70.101	1
5.167.70.102	1
5.167.70.103	1
5.167.70.104	1
5.167.70.105	1
5.167.70.106	1
5.167.70.107	1
5.167.70.108	1
5.167.70.109	1
5.167.70.110	1
5.167.70.111	1
5.167.70.112	1
5.167.70.113	1
5.167.70.114	1
5.167.70.115	1
5.167.70.116	1
5.167.70.117	1
5.167.70.118	1
5.167.70.119	1
5.167.70.120	1
5.167.70.121	1
5.167.70.122	1
5.167.70.123	1
5.167.70.124	1
5.167.70.125	1
5.167.70.126	1
5.167.70.127	1
5.167.70.128	1
5.167.70.129	1
5.167.70.130	1
5.167.70.131	1
5.167.70.132	1
5.167.70.133	1
5.167.70.134	1
5.167.70.135	1
5.167.70.136	1
5.167.70.137	1
5.167.70.138	1
5.167.70.139	1
5.167.70.140	1
5.167.70.141	1
5.167.70.142	1
5.167.70.143	1
5.167.70.144	1
5.167.70.145	1
5.167.70.146	1
5.167.70.147	1
5.167.70.148	1
5.167.70.149	1
5.167.70.150	1
5.167.70.151	1
5.167.70.152	1
5.167.70.153	1
5.167.70.154	1
5.167.70.155	1
5.167.70.156	1
5.167.70.157	1
5.167.70.158	1
5.167.70.159	1
5.167.70.160	1
5.167.70.161	1
5.167.70.162	1
5.167.70.163	1
5.167.70.164	1
5.167.70.165	1
5.167.70.166	1
5.167.70.167	1
5.167.70.168	1
5.167.70.169	1
5.167.70.170	1
5.167.70.171	1
5.167.70.172	1
5.167.70.173	1
5.167.70.174	1
5.167.70.175	1
5.167.70.176	1
5.167.70.177	1
5.167.70.178	1
5.167.70.179	1
5.167.70.180	1
5.167.70.181	1
5.167.70.182	1
5.167.70.183	1
5.167.70.184	1
5.167.70.185	1
5.167.70.186	1
5.167.70.187	1
5.167.70.188	1
5.167.70.189	1
5.167.70.190	1
5.167.70.191	1
5.167.70.192	1
5.167.70.193	1
5.167.70.194	1
5.167.70.195	1
5.167.70.196	1
5.167.70.197	1
5.167.70.198	1
5.167.70.199	1
5.167.70.200	1
5.167.70.201	1
5.167.70.202	1
5.167.70.203	1
5.167.70.204	1
5.167.70.205	1
5.167.70.206	1
5.167.70.207	1
5.167.70.208	1
5.167.70.209	1
5.167.70.210	1
5.167.70.211	1
5.167.70.212	1
5.167.70.213	1
5.167.70.214	1
5.167.70.215	1
5.167.70.216	1
5.167.70.217	1
5.167.70.218	1
5.167.70.219	1
5.167.70.220	1
5.167.70.221	1
5.167.70.222	1
5.167.70.223	1
5.167.70.224	1
5.167.70.225	1
5.167.70.226	1
5.167.70.227	1
5.167.70.228	1
5.167.70.229	1
5.167.70.230	1
5.167.70.231	1
5.167.70.232	1
5.167.70.233	1
5.167.70.234	1
5.167.70.235	1
5.167.70.236	1
5.167.70.237	1
5.167.70.238	1
5.167.70.239	1
5.167.70.240	1
5.167.70.241	1
5.167.70.242	1
5.167.70.243	1
5.167.70.244	1
5.167.70.245	1
5.167.70.246	1
5.167.70.247	1
5.167.70.248	1
5.167.70.249	1
5.167.70.250	1
5.167.70.251	1
5.167.70.252	1
5.167.70.253	1
5.167.70.254	1
5.167.70.255	1
5.167.71.0	1
5.167.71.1	1
5.167.71.2	1
5.167.71.3	1
5.167.71.4	1
5.167.71.5	1
5.167.71.6	1
5.167.71.7	1
5.167.71.8	1
5.167.71.9	1
5.167.71.10	1
5.167.71.11	1
5.167.71.12	1
5.167.71.13	1
5.167.71.14	1
5.167.71.15	1
5.167.71.16	1
5.167.71.17	1
5.167.71.18	1
5.167.71.19	1
5.167.71.20	1
5.167.71.21	1
5.167.71.22	1
5.167.71.23	1
5.167.71.24	1
5.167.71.25	1
5.167.71.26	1
5.167.71.27	1
5.167.71.28	1
5.167.71.29	1
5.167.71.30	1
5.167.71.31	1
5.167.71.32	1
5.167.71.33	1
5.167.71.34	1
5.167.71.35	1
5.167.71.36	1
5.167.71.37	1
5.167.71.38	1
5.167.71.39	1
5.167.71.40	1
5.167.71.41	1
5.167.71.42	1
5.167.71.43	1
5.167.71.44	1
5.167.71.45	1
5.167.71.46	1
5.167.71.47	1
5.167.71.48	1
5.167.71.49	1
5.167.71.50	1
5.167.71.51	1
5.167.71.52	1
5.167.71.53	1
5.167.71.54	1
5.167.71.55	1
5.167.71.56	1
5.167.71.57	1
5.167.71.58	1
5.167.71.59	1
5.167.71.60	1
5.167.71.61	1
5.167.71.62	1
5.167.71.63	1
5.167.71.64	1
5.167.71.65	1
5.167.71.66	1
5.167.71.67	1
5.167.71.68	1
5.167.71.69	1
5.167.71.70	1
5.167.71.71	1
5.167.71.72	1
5.167.71.73	1
5.167.71.74	1
5.167.71.75	1
5.167.71.76	1
5.167.71.77	1
5.167.71.78	1
5.167.71.79	1
5.167.71.80	1
5.167.71.81	1
5.167.71.82	1
5.167.71.83	1
5.167.71.84	1
5.167.71.85	1
5.167.71.86	1
5.167.71.87	1
5.167.71.88	1
5.167.71.89	1
5.167.71.90	1
5.167.71.91	1
5.167.71.92	1
5.167.71.93	1
5.167.71.94	1
5.167.71.95	1
5.167.71.96	1
5.167.71.97	1
5.167.71.98	1
5.167.71.99	1
5.167.71.100	1
5.167.71.101	1
5.167.71.102	1
5.167.71.103	1
5.167.71.104	1
5.167.71.105	1
5.167.71.106	1
5.167.71.107	1
5.167.71.108	1
5.167.71.109	1
5.167.71.110	1
5.167.71.111	1
5.167.71.112	1
5.167.71.113	1
5.167.71.114	1
5.167.71.115	1
5.167.71.116	1
5.167.71.117	1
5.167.71.118	1
5.167.71.119	1
5.167.71.120	1
5.167.71.121	1
5.167.71.122	1
5.167.71.123	1
5.167.71.124	1
5.167.71.125	1
5.167.71.126	1
5.167.71.127	1
5.167.71.128	1
5.167.71.129	1
5.167.71.130	1
5.167.71.131	1
5.167.71.132	1
5.167.71.133	1
5.167.71.134	1
5.167.71.135	1
5.167.71.136	1
5.167.71.137	1
5.167.71.138	1
5.167.71.139	1
5.167.71.140	1
5.167.71.141	1
5.167.71.142	1
5.167.71.143	1
5.167.71.144	1
5.167.71.145	1
5.167.71.146	1
5.167.71.147	1
5.167.71.148	1
5.167.71.149	1
5.167.71.150	1
5.167.71.151	1
5.167.71.152	1
5.167.71.153	1
5.167.71.154	1
5.167.71.155	1
5.167.71.156	1
5.167.71.157	1
5.167.71.158	1
5.167.71.159	1
5.167.71.160	1
5.167.71.161	1
5.167.71.162	1
5.167.71.163	1
5.167.71.164	1
5.167.71.165	1
5.167.71.166	1
5.167.71.167	1
5.167.71.168	1
5.167.71.169	1
5.167.71.170	1
5.167.71.171	1
5.167.71.172	1
5.167.71.173	1
5.167.71.174	1
5.167.71.175	1
5.167.71.176	1
5.167.71.177	1
5.167.71.178	1
5.167.71.179	1
5.167.71.180	1
5.167.71.181	1
5.167.71.182	1
5.167.71.183	1
5.167.71.184	1
5.167.71.185	1
5.167.71.186	1
5.167.71.187	1
5.167.71.188	1
5.167.71.189	1
5.167.71.190	1
5.167.71.191	1
5.167.71.192	1
5.167.71.193	1
5.167.71.194	1
5.167.71.195	1
5.167.71.196	1
5.167.71.197	1
5.167.71.198	1
5.167.71.199	1
5.167.71.200	1
5.167.71.201	1
5.167.71.202	1
5.167.71.203	1
5.167.71.204	1
5.167.71.205	1
5.167.71.206	1
5.167.71.207	1
5.167.71.208	1
5.167.71.209	1
5.167.71.210	1
5.167.71.211	1
5.167.71.212	1
5.167.71.213	1
5.167.71.214	1
5.167.71.215	1
5.167.71.216	1
5.167.71.217	1
5.167.71.218	1
5.167.71.219	1
5.167.71.220	1
5.167.71.221	1
5.167.71.222	1
5.167.71.223	1
5.167.71.224	1
5.167.71.225	1
5.167.71.226	1
5.167.71.227	1
5.167.71.228	1
5.167.71.229	1
5.167.71.230	1
5.167.71.231	1
5.167.71.232	1
5.167.71.233	1
5.167.71.234	1
5.167.71.235	1
5.167.71.236	1
5.167.71.237	1
5.167.71.238	1
5.167.71.239	1
5.167.71.240	1
5.167.71.241	1
5.167.71.242	1
5.167.71.243	1
5.167.71.244	1
5.167.71.245	1
5.167.71.246	1
5.167.71.247	1
5.167.71.248	1
5.167.71.249	1
5.167.71.250	1
5.167.71.251	1
5.167.71.252	1
5.167.71.253	1
5.167.71.254	1
5.167.71.255	1
176.9.219.38	1
46.118.112.135	1
50.7.240.10	1
96.47.224.42	1
96.44.142.250	1
195.254.134.10	1
195.254.134.194	1
188.95.234.6	1
188.143.235.21	1
95.134.130.182	1
95.143.192.159	1
176.100.75.27	1
176.221.42.32	1
1.152.22.170	1
1.169.77.241	1
2.58.234.18	1
3.228.76.156	1
5.3.218.148	1
5.253.161.174	1
5.253.161.194	1
15.220.64.221	1
23.94.244.185	1
23.95.248.80	1
23.109.199.158	1
23.236.211.21	1
23.236.211.97	1
23.236.236.167	1
23.236.236.193	1
27.61.54.80	1
31.44.59.224	1
31.173.87.227	1
37.115.189.95	1
38.58.179.212	1
38.154.42.93	1
38.154.68.211	1
38.154.68.253	1
38.154.93.196	1
45.3.32.165	1
45.3.34.6	1
45.3.48.28	1
45.3.48.162	1
45.3.50.175	1
45.3.50.186	1
45.3.51.223	1
45.3.55.237	1
45.33.156.62	1
45.42.85.150	1
45.42.87.29	1
45.86.202.44	1
45.91.22.6	1
45.91.22.9	1
45.91.22.38	1
45.91.22.48	1
45.94.247.183	1
45.129.233.120	1
45.131.46.252	1
45.152.118.214	1
45.158.194.58	1
46.8.16.76	1
46.222.141.175	1
47.99.154.216	1
64.44.105.208	1
64.188.0.67	1
64.188.0.231	1
64.188.3.130	1
64.188.3.159	1
64.188.5.45	1
